Nico Hischier,NJ,C,25,3,13,16,2,15,45,0,1,1,0,1,21,17
Michael Rasmussen,DET,C,29,3,7,10,-7,20,46,1,0,0,0,0,34,27
Filip Chytil,NYR,C,26,3,4,7,-2,10,53,0,0,1,0,0,7,9
Alex Barre-Boulet,TB,C,16,3,3,6,0,4,16,0,0,1,0,0,10,3
Morgan Geekie,SEA,C,30,3,6,9,-6,8,42,0,0,2,0,0,20,10
Mackenzie Entwistle,CHI,RW,15,3,2,5,-4,2,9,0,0,0,1,0,37,5
Nicolas Hague,VGK,D,31,3,10,13,12,28,70,0,0,0,0,0,28,43
Brandon Duhaime,MIN,LW,30,3,7,10,-2,44,44,1,0,0,0,0,71,7
Dylan Coghlan,VGK,D,23,3,6,9,-2,10,37,1,2,1,0,0,17,21
Logan Brown,STL,C,10,3,3,6,1,2,14,0,0,1,0,0,4,7
Samuel Girard,COL,D,25,3,13,16,0,14,39,0,0,3,0,0,22,36
Filip Hronek,DET,D,29,3,13,16,-6,26,50,0,1,2,0,0,27,39
Dillon Dube,CGY,C,28,3,7,10,-3,4,54,0,0,1,0,1,27,3
Brett Howden,VGK,C,23,3,5,8,4,6,15,1,0,0,0,1,25,18
Brett Leason,WAS,RW,22,3,3,6,1,0,30,0,0,0,0,0,9,9
Drew O'Connor,PIT,C,19,3,2,5,1,4,32,0,0,0,0,0,11,6
Jamie Drysdale,ANH,D,32,3,11,14,-3,6,54,1,0,5,0,0,12,34
Moritz Seider,DET,D,31,3,18,21,0,18,55,2,0,8,0,0,40,54
Blake Lizotte,LA,LW,24,3,5,8,4,14,26,0,0,0,1,0,20,2
